symbol,t0,t0_bar,t0_kaydi,i,tepki,tepki_ham,tepki_evren,d_prev,d_next,evren_payda,neden,fazla20,fazla20_neden,payda20_min,fazla60,fazla60_neden,payda60_min
DE,2012-11-21,2012-11-21,0.0,1529.0,-0.037431,-0.023491,0.01394,2012-11-20,2012-11-23,222.0,,-0.006575,,222.0,-0.066902,,222.0
DE,2013-02-13,2013-02-13,0.0,1585.0,-0.040466,-0.036182,0.004284,2013-02-12,2013-02-14,225.0,,-0.011774,,225.0,-0.075616,,223.0
DE,2013-05-15,2013-05-15,0.0,1648.0,-0.046073,-0.04671,-0.000637,2013-05-14,2013-05-16,226.0,,-0.024653,,224.0,-0.116827,,224.0
DE,2013-08-14,2013-08-14,0.0,1711.0,0.025583,0.005363,-0.02022,2013-08-13,2013-08-15,225.0,,-0.039422,,225.0,-0.103403,,225.0
DE,2013-11-20,2013-11-20,0.0,1780.0,0.008134,0.012559,0.004425,2013-11-19,2013-11-21,226.0,,0.052275,,221.0,-0.052888,,221.0
DE,2014-02-12,2014-02-12,0.0,1836.0,-0.026659,-0.018408,0.008251,2014-02-11,2014-02-13,226.0,,0.008646,,226.0,0.069175,,226.0
DE,2014-05-14,2014-05-14,0.0,1899.0,-0.011812,-0.025638,-0.013826,2014-05-13,2014-05-15,227.0,,-0.041836,,226.0,-0.088906,,226.0
DE,2014-08-13,2014-08-13,0.0,1962.0,-0.030858,-0.018386,0.012472,2014-08-12,2014-08-14,229.0,,-0.065411,,229.0,-0.020682,,229.0
DE,2014-11-26,2014-11-26,0.0,2036.0,-0.014254,-0.013327,0.000927,2014-11-25,2014-11-28,229.0,,0.022662,,229.0,0.007442,,229.0
DE,2015-02-20,2015-02-20,0.0,2093.0,-0.014888,-0.00796,0.006928,2015-02-19,2015-02-23,229.0,,-0.025196,,229.0,-0.035894,,229.0
DE,2015-05-22,2015-05-22,0.0,2157.0,0.059977,0.048513,-0.011464,2015-05-21,2015-05-26,231.0,,-0.014128,,231.0,-0.000166,,231.0
DE,2015-08-21,2015-08-21,0.0,2220.0,-0.041327,-0.108991,-0.067664,2015-08-20,2015-08-24,234.0,,-0.060262,,234.0,-0.14566,,234.0
DE,2015-11-25,2015-11-25,0.0,2287.0,0.033376,0.036023,0.002647,2015-11-24,2015-11-27,235.0,,0.009152,,235.0,0.067917,,235.0
DE,2016-02-19,2016-02-19,0.0,2344.0,-0.040694,-0.024026,0.016668,2016-02-18,2016-02-22,235.0,,-0.023246,,235.0,-0.033896,,235.0
DE,2016-05-20,2016-05-20,0.0,2408.0,-0.060051,-0.053131,0.00692,2016-05-19,2016-05-23,235.0,,0.074879,,235.0,-0.071814,,235.0
DE,2016-08-19,2016-08-19,0.0,2471.0,0.143161,0.143228,6.8e-05,2016-08-18,2016-08-22,235.0,,-0.041507,,235.0,0.043875,,235.0
DE,2016-11-23,2016-11-23,0.0,2538.0,0.123105,0.129442,0.006337,2016-11-22,2016-11-25,235.0,,-0.02656,,235.0,-0.022335,,235.0
DE,2017-02-17,2017-02-17,0.0,2596.0,-0.0058,0.00403,0.00983,2017-02-16,2017-02-21,236.0,,0.014318,,236.0,0.029237,,236.0
DE,2017-05-19,2017-05-19,0.0,2659.0,0.064725,0.080234,0.01551,2017-05-18,2017-05-22,237.0,,0.019471,,237.0,0.017108,,237.0
DE,2017-08-18,2017-08-18,0.0,2722.0,-0.061595,-0.060171,0.001424,2017-08-17,2017-08-21,238.0,,-0.013997,,238.0,0.043616,,238.0
DE,2017-11-22,2017-11-22,0.0,2789.0,0.043507,0.045033,0.001526,2017-11-21,2017-11-24,239.0,,0.039025,,239.0,0.08048,,239.0
DE,2018-02-16,2018-02-16,0.0,2847.0,-0.006381,-0.012229,-0.005849,2018-02-15,2018-02-20,239.0,,-0.03142,,239.0,-0.116998,,239.0
DE,2018-05-18,2018-05-18,0.0,2910.0,0.072852,0.078469,0.005617,2018-05-17,2018-05-21,240.0,,-0.088644,,240.0,-0.167997,,240.0
DE,2018-08-17,2018-08-17,0.0,2973.0,0.016044,0.023153,0.007109,2018-08-16,2018-08-20,241.0,,0.046414,,241.0,0.070956,,241.0
DE,2018-11-21,2018-11-21,0.0,3040.0,0.030225,0.031187,0.000962,2018-11-20,2018-11-23,242.0,,0.08294,,242.0,0.056943,,242.0
DE,2019-02-15,2019-02-15,0.0,3097.0,-0.044747,-0.031769,0.012978,2019-02-14,2019-02-19,243.0,,0.00697,,243.0,-0.085345,,243.0
DE,2019-05-17,2019-05-17,0.0,3160.0,-0.057059,-0.072745,-0.015686,2019-05-16,2019-05-20,244.0,,0.119935,,244.0,0.042505,,244.0
DE,2019-08-16,2019-08-16,0.0,3223.0,0.031705,0.060399,0.028694,2019-08-15,2019-08-19,245.0,,0.045893,,245.0,0.125508,,244.0
DE,2019-11-27,2019-11-27,0.0,3295.0,-0.047965,-0.048684,-0.000719,2019-11-26,2019-11-29,245.0,,0.010674,,245.0,0.016569,,245.0
DE,2020-02-21,2020-02-21,0.0,3352.0,0.07693,0.036363,-0.040568,2020-02-20,2020-02-24,245.0,,-0.018144,,245.0,-0.095574,,245.0
DE,2020-05-22,2020-05-22,0.0,3416.0,0.008865,0.036552,0.027687,2020-05-21,2020-05-26,247.0,,-0.006076,,247.0,0.168177,,247.0
DE,2020-08-21,2020-08-21,0.0,3479.0,0.060005,0.07483,0.014825,2020-08-20,2020-08-24,247.0,,0.075515,,247.0,0.149038,,247.0
DE,2020-11-25,2020-11-25,0.0,3546.0,0.003547,0.001683,-0.001864,2020-11-24,2020-11-27,247.0,,0.007511,,247.0,0.200049,,247.0
DE,2021-02-19,2021-02-19,0.0,3603.0,0.1179,0.124097,0.006196,2021-02-18,2021-02-22,247.0,,0.08189,,247.0,0.046884,,247.0
DE,2021-05-21,2021-05-21,0.0,3667.0,0.003138,0.011655,0.008517,2021-05-20,2021-05-24,247.0,,-0.061038,,247.0,0.019396,,247.0
DE,2021-08-20,2021-08-20,0.0,3730.0,-0.006047,0.010641,0.016689,2021-08-19,2021-08-23,247.0,,-0.03819,,247.0,-0.059186,,247.0
DE,2021-11-24,2021-11-24,0.0,3797.0,0.052802,0.028688,-0.024115,2021-11-23,2021-11-26,247.0,,-0.059064,,247.0,0.00258,,247.0
DE,2022-02-18,2022-02-18,0.0,3856.0,-0.054743,-0.070297,-0.015554,2022-02-17,2022-02-22,248.0,,0.15591,,248.0,0.095652,,248.0
DE,2022-05-20,2022-05-20,0.0,3919.0,-0.094717,-0.080248,0.014469,2022-05-19,2022-05-23,248.0,,0.045657,,248.0,0.032319,,248.0
DE,2022-08-19,2022-08-19,0.0,3981.0,0.037398,0.004484,-0.032914,2022-08-18,2022-08-22,248.0,,0.021998,,248.0,0.099534,,248.0
DE,2022-11-23,2022-11-23,0.0,4048.0,0.054227,0.059799,0.005573,2022-11-22,2022-11-25,248.0,,0.037375,,248.0,-0.0339,,248.0
DE,2023-02-17,2023-02-17,0.0,4106.0,0.081712,0.06008,-0.021631,2023-02-16,2023-02-21,248.0,,-0.040305,,248.0,-0.126982,,248.0
DE,2023-05-19,2023-05-19,0.0,4169.0,-0.02493,-0.027043,-0.002113,2023-05-18,2023-05-22,249.0,,0.092836,,249.0,0.125287,,249.0
DE,2023-08-18,2023-08-18,0.0,4231.0,-0.071538,-0.067683,0.003855,2023-08-17,2023-08-21,249.0,,0.048368,,249.0,-0.025525,,249.0
DE,2023-11-22,2023-11-22,0.0,4298.0,-0.040239,-0.032562,0.007677,2023-11-21,2023-11-24,249.0,,0.001791,,249.0,-0.120172,,249.0
DE,2024-02-15,2024-02-15,0.0,4355.0,-0.069678,-0.062633,0.007045,2024-02-14,2024-02-16,249.0,,0.034917,,249.0,0.083493,,249.0
DE,2024-05-16,2024-05-16,0.0,4418.0,-0.041549,-0.041061,0.000488,2024-05-15,2024-05-17,249.0,,-0.030334,,249.0,-0.118746,,249.0
DE,2024-08-15,2024-08-15,0.0,4480.0,0.058424,0.075837,0.017413,2024-08-14,2024-08-16,249.0,,0.026743,,249.0,-0.03313,,249.0
DE,2024-11-21,2024-11-21,0.0,4549.0,0.083752,0.102948,0.019196,2024-11-20,2024-11-22,249.0,,0.013404,,249.0,0.111798,,249.0
DE,2025-02-13,2025-02-13,0.0,4604.0,-0.000508,0.00768,0.008188,2025-02-12,2025-02-14,249.0,,0.044852,,249.0,0.061083,,249.0
DE,2025-05-15,2025-05-15,0.0,4667.0,0.051396,0.068302,0.016905,2025-05-14,2025-05-16,249.0,,-0.036803,,249.0,-0.088687,,249.0
DE,2025-08-14,2025-08-14,0.0,4729.0,-0.042719,-0.048175,-0.005456,2025-08-13,2025-08-15,249.0,,-0.049993,,249.0,-0.057472,,249.0
DE,2025-11-26,2025-11-26,0.0,4802.0,-0.082481,-0.067533,0.014948,2025-11-25,2025-11-28,249.0,,-0.013045,,249.0,0.257441,,249.0
DE,2026-02-19,2026-02-19,0.0,4858.0,0.11396,0.116675,0.002715,2026-02-18,2026-02-20,249.0,,-0.09307,,249.0,-0.150635,,249.0
DE,2026-05-21,2026-05-21,0.0,4922.0,-0.065829,-0.055865,0.009964,2026-05-20,2026-05-22,249.0,,0.123663,,249.0,,ufuk_penceresi_seri_disi,
DECK,2010-02-25,2010-02-25,0.0,1547.0,0.176467,0.178131,0.001663,2010-02-24,2010-02-26,206.0,,0.072846,,206.0,0.100085,,206.0
DECK,2010-04-22,2010-04-22,0.0,1586.0,0.132723,0.150198,0.017475,2010-04-21,2010-04-23,206.0,,-0.08855,,206.0,-0.049063,,206.0
DECK,2010-07-22,2010-07-22,0.0,1649.0,0.025061,0.061518,0.036458,2010-07-21,2010-07-23,209.0,,-0.015636,,209.0,0.045203,,209.0
DECK,2010-10-28,2010-10-28,0.0,1718.0,0.058797,0.061404,0.002606,2010-10-27,2010-10-29,212.0,,0.228278,,212.0,0.171783,,212.0
DECK,2011-02-24,2011-02-24,0.0,1799.0,-0.002963,0.013076,0.01604,2011-02-23,2011-02-25,214.0,,-0.058335,,214.0,-0.02846,,213.0
DECK,2011-04-28,2011-04-28,0.0,1843.0,-0.12686,-0.122829,0.004032,2011-04-27,2011-04-29,214.0,,0.08405,,214.0,0.145307,,214.0
DECK,2011-07-28,2011-07-28,0.0,1906.0,0.091331,0.08459,-0.00674,2011-07-27,2011-07-29,216.0,,-0.082412,,216.0,0.070968,,216.0
DECK,2011-10-27,2011-10-27,0.0,1970.0,0.088566,0.12766,0.039093,2011-10-26,2011-10-28,216.0,,-0.070275,,216.0,-0.34983,,215.0
DECK,2012-02-23,2012-02-23,0.0,2050.0,-0.126916,-0.121438,0.005478,2012-02-22,2012-02-24,217.0,,-0.15803,,216.0,-0.262995,,216.0
DECK,2012-04-26,2012-04-26,0.0,2094.0,-0.248699,-0.233363,0.015337,2012-04-25,2012-04-27,217.0,,0.14073,,217.0,-0.118813,,217.0
DECK,2012-07-26,2012-07-26,0.0,2157.0,0.061737,0.097345,0.035608,2012-07-25,2012-07-27,221.0,,0.084347,,221.0,-0.200468,,221.0
DECK,2012-10-25,2012-10-25,0.0,2221.0,-0.209402,-0.206785,0.002617,2012-10-24,2012-10-26,222.0,,0.225669,,220.0,0.30422,,220.0
DECK,2013-02-28,2013-02-28,0.0,2304.0,0.150656,0.154532,0.003876,2013-02-27,2013-03-01,225.0,,0.154742,,225.0,0.044357,,223.0
DECK,2013-04-25,2013-04-25,0.0,2343.0,-0.082912,-0.080285,0.002627,2013-04-24,2013-04-26,225.0,,-0.05592,,224.0,-0.014328,,224.0
DECK,2013-07-25,2013-07-25,0.0,2406.0,-0.079743,-0.074689,0.005054,2013-07-24,2013-07-26,225.0,,0.120269,,225.0,0.056272,,225.0
DECK,2013-10-24,2013-10-24,0.0,2470.0,0.199328,0.209544,0.010215,2013-10-23,2013-10-25,226.0,,0.10425,,226.0,-0.000777,,221.0
DECK,2014-02-27,2014-02-27,0.0,2555.0,-0.101843,-0.096939,0.004904,2014-02-26,2014-02-28,226.0,,0.055083,,226.0,0.008383,,226.0
DECK,2014-04-24,2014-04-24,0.0,2594.0,0.066941,0.055598,-0.011343,2014-04-23,2014-04-25,227.0,,-0.089744,,227.0,-0.0628,,226.0
DECK,2014-07-24,2014-07-24,0.0,2657.0,0.068137,0.064972,-0.003165,2014-07-23,2014-07-25,227.0,,0.022395,,227.0,-0.004073,,227.0
DECK,2014-10-23,2014-10-23,0.0,2721.0,-0.117002,-0.095808,0.021193,2014-10-22,2014-10-24,229.0,,0.118781,,229.0,-0.090037,,229.0
DECK,2015-01-29,2015-01-29,0.0,2787.0,-0.183239,-0.189249,-0.00601,2015-01-28,2015-01-30,229.0,,0.064905,,229.0,0.07552,,229.0
DECK,2015-05-28,2015-05-28,0.0,2869.0,-0.041059,-0.047779,-0.006719,2015-05-27,2015-05-29,231.0,,0.08514,,231.0,0.006817,,231.0
DECK,2015-07-30,2015-07-30,0.0,2913.0,0.047499,0.05013,0.002631,2015-07-29,2015-07-31,234.0,,-0.065683,,234.0,-0.222088,,234.0
DECK,2015-10-29,2015-10-29,0.0,2977.0,0.069707,0.066667,-0.00304,2015-10-28,2015-10-30,234.0,,-0.104417,,234.0,-0.074531,,234.0
DECK,2016-02-04,2016-02-04,0.0,3043.0,-0.027781,-0.045509,-0.017728,2016-02-03,2016-02-05,235.0,,0.122196,,235.0,0.075494,,235.0
DECK,2016-05-26,2016-05-26,0.0,3121.0,0.080574,0.085784,0.005211,2016-05-25,2016-05-27,235.0,,0.074575,,235.0,0.220079,,235.0
DECK,2016-07-28,2016-07-28,0.0,3164.0,0.033009,0.035782,0.002772,2016-07-27,2016-07-29,235.0,,0.008851,,235.0,-0.170549,,235.0
DECK,2016-10-27,2016-10-27,0.0,3228.0,0.056259,0.052265,-0.003994,2016-10-26,2016-10-28,235.0,,0.12156,,235.0,0.012524,,235.0
DECK,2017-02-02,2017-02-02,0.0,3294.0,-0.187494,-0.179514,0.00798,2017-02-01,2017-02-03,236.0,,0.143791,,236.0,0.228677,,236.0
DECK,2017-05-25,2017-05-25,0.0,3372.0,0.150686,0.157025,0.006338,2017-05-24,2017-05-26,237.0,,-0.003746,,237.0,-0.077491,,237.0
DECK,2017-07-27,2017-07-27,0.0,3415.0,0.029575,0.026341,-0.003234,2017-07-26,2017-07-28,238.0,,-0.032976,,238.0,-0.04863,,238.0
DECK,2017-10-26,2017-10-26,0.0,3479.0,0.048147,0.055022,0.006875,2017-10-25,2017-10-27,239.0,,-0.000566,,239.0,0.086609,,239.0
DECK,2018-02-01,2018-02-01,0.0,3545.0,0.117102,0.092437,-0.024665,2018-01-31,2018-02-02,239.0,,0.04886,,239.0,0.027755,,239.0
DECK,2018-05-24,2018-05-24,0.0,3623.0,0.044827,0.043757,-0.00107,2018-05-23,2018-05-25,240.0,,0.092745,,240.0,0.05978,,240.0
DECK,2018-07-26,2018-07-26,0.0,3666.0,-0.061801,-0.064239,-0.002437,2018-07-25,2018-07-27,241.0,,0.081915,,241.0,-0.015233,,241.0
DECK,2018-10-25,2018-10-25,0.0,3730.0,0.085542,0.084975,-0.000567,2018-10-24,2018-10-26,241.0,,0.052268,,241.0,0.041304,,241.0
DECK,2019-01-31,2019-01-31,0.0,3795.0,0.103129,0.116092,0.012964,2019-01-30,2019-02-01,243.0,,-0.000288,,243.0,0.025071,,243.0
DECK,2019-05-23,2019-05-23,0.0,3873.0,0.033252,0.022382,-0.01087,2019-05-22,2019-05-24,244.0,,0.096411,,244.0,-0.151589,,244.0
DECK,2019-07-25,2019-07-25,0.0,3916.0,-0.107252,-0.108914,-0.001662,2019-07-24,2019-07-26,245.0,,-0.083064,,245.0,-0.010093,,244.0
DECK,2019-10-24,2019-10-24,0.0,3980.0,-0.030776,-0.021781,0.008994,2019-10-23,2019-10-25,245.0,,0.020822,,245.0,0.072019,,245.0
DECK,2020-01-30,2020-01-30,0.0,4046.0,0.09709,0.08121,-0.01588,2020-01-29,2020-01-31,245.0,,-0.004769,,245.0,-0.105211,,245.0
DECK,2020-05-21,2020-05-21,0.0,4124.0,0.107412,0.103028,-0.004384,2020-05-20,2020-05-22,247.0,,0.018204,,247.0,0.021435,,247.0
DECK,2020-07-30,2020-07-30,0.0,4172.0,-0.033929,-0.043597,-0.009668,2020-07-29,2020-07-31,247.0,,-0.04606,,247.0,0.141688,,247.0
DECK,2020-10-29,2020-10-29,0.0,4236.0,0.003764,0.01271,0.008946,2020-10-28,2020-10-30,247.0,,-0.14182,,247.0,-0.102085,,247.0
DECK,2021-02-04,2021-02-04,0.0,4302.0,0.007282,0.02326,0.015979,2021-02-03,2021-02-05,247.0,,-0.024927,,247.0,-0.01593,,247.0
DECK,2021-05-20,2021-05-20,0.0,4375.0,0.029055,0.03899,0.009935,2021-05-19,2021-05-21,247.0,,-0.021974,,247.0,0.249707,,247.0
DECK,2021-07-29,2021-07-29,0.0,4423.0,0.015443,0.015725,0.000282,2021-07-28,2021-07-30,247.0,,0.020186,,247.0,-0.115898,,247.0
DECK,2021-10-28,2021-10-28,0.0,4487.0,0.042758,0.050383,0.007625,2021-10-27,2021-10-29,247.0,,0.057325,,247.0,-0.19996,,247.0
DECK,2022-02-03,2022-02-03,0.0,4554.0,-0.064029,-0.080625,-0.016596,2022-02-02,2022-02-04,248.0,,-0.174457,,248.0,-0.068043,,248.0
DECK,2022-05-19,2022-05-19,0.0,4627.0,0.126916,0.123284,-0.003632,2022-05-18,2022-05-20,248.0,,0.048292,,248.0,0.255407,,248.0
DECK,2022-07-28,2022-07-28,0.0,4674.0,0.091835,0.113244,0.021409,2022-07-27,2022-07-29,248.0,,0.031832,,248.0,0.22985,,248.0
DECK,2022-10-27,2022-10-27,0.0,4738.0,-0.065428,-0.04433,0.021098,2022-10-26,2022-10-28,248.0,,0.05118,,248.0,0.155577,,248.0
DECK,2023-02-02,2023-02-02,0.0,4804.0,-0.029068,-0.032773,-0.003705,2023-02-01,2023-02-03,248.0,,0.049625,,248.0,0.195898,,248.0
DECK,2023-05-25,2023-05-25,0.0,4882.0,0.044534,0.056411,0.011877,2023-05-24,2023-05-26,249.0,,0.056226,,249.0,0.141883,,249.0
DECK,2023-07-27,2023-07-27,0.0,4924.0,-0.04356,-0.042903,0.000656,2023-07-26,2023-07-28,249.0,,0.026235,,249.0,0.028564,,249.0
DECK,2023-10-26,2023-10-26,0.0,4988.0,0.184359,0.170464,-0.013895,2023-10-25,2023-10-27,249.0,,0.0039,,249.0,0.13304,,249.0
DECK,2024-02-01,2024-02-01,0.0,5054.0,0.159213,0.170275,0.011062,2024-01-31,2024-02-02,249.0,,-0.00844,,249.0,-0.099384,,249.0
DECK,2024-05-23,2024-05-23,0.0,5132.0,0.163816,0.156767,-0.00705,2024-05-22,2024-05-24,249.0,,-0.063115,,249.0,-0.118074,,249.0
DECK,2024-07-25,2024-07-25,0.0,5174.0,0.044848,0.057514,0.012665,2024-07-24,2024-07-26,249.0,,0.056835,,249.0,0.017918,,249.0
DECK,2024-10-24,2024-10-24,0.0,5238.0,0.115785,0.113606,-0.002179,2024-10-23,2024-10-25,249.0,,0.050371,,249.0,0.267374,,249.0
DECK,2025-01-30,2025-01-30,0.0,5303.0,-0.188955,-0.189767,-0.000812,2025-01-29,2025-01-31,249.0,,-0.212809,,249.0,-0.311072,,249.0
DECK,2025-05-22,2025-05-22,0.0,5381.0,-0.172799,-0.180853,-0.008054,2025-05-21,2025-05-23,249.0,,-0.038649,,249.0,-0.038208,,249.0
DECK,2025-07-24,2025-07-24,0.0,5423.0,0.081905,0.081044,-0.000862,2025-07-23,2025-07-25,249.0,,-0.096759,,249.0,-0.157462,,249.0
DECK,2025-10-23,2025-10-23,0.0,5487.0,-0.14347,-0.138269,0.0052,2025-10-22,2025-10-24,249.0,,-0.020677,,249.0,0.117431,,249.0
DECK,2026-01-29,2026-01-29,0.0,5553.0,0.220538,0.222495,0.001958,2026-01-28,2026-01-30,249.0,,-0.053518,,249.0,-0.135261,,249.0
DECK,2026-05-21,2026-05-21,0.0,5631.0,0.075846,0.08581,0.009964,2026-05-20,2026-05-22,249.0,,-0.017879,,249.0,,ufuk_penceresi_seri_disi,
DECK,2026-07-23,2026-07-23,0.0,5673.0,-0.064765,-0.06275,0.002015,2026-07-22,2026-07-24,249.0,,,ufuk_penceresi_seri_disi,,,ufuk_penceresi_seri_disi,
DG,2010-03-31,2010-03-31,0.0,93.0,-0.013893,-0.010469,0.003423,2010-03-30,2010-04-01,206.0,,0.098273,,206.0,0.194465,,206.0
DG,2010-06-08,2010-06-08,0.0,140.0,0.019426,0.026343,0.006917,2010-06-07,2010-06-09,206.0,,-0.073501,,206.0,-0.102273,,206.0
DG,2010-08-31,2010-08-31,0.0,199.0,-0.00862,0.023375,0.031995,2010-08-30,2010-09-01,210.0,,-0.011927,,210.0,0.03835,,210.0
DG,2010-12-06,2010-12-06,0.0,266.0,-0.054481,-0.054741,-0.00026,2010-12-03,2010-12-07,212.0,,-0.065921,,212.0,-0.211952,,212.0
DG,2011-03-22,2011-03-22,0.0,339.0,0.007014,0.007571,0.000557,2011-03-21,2011-03-23,214.0,,0.004706,,214.0,0.089912,,213.0
DG,2011-06-01,2011-06-01,0.0,388.0,-0.063514,-0.088395,-0.02488,2011-05-31,2011-06-02,215.0,,0.049579,,215.0,0.136732,,215.0
DG,2011-08-30,2011-08-30,0.0,451.0,0.074952,0.083161,0.008208,2011-08-29,2011-08-31,216.0,,0.089142,,216.0,0.102904,,216.0
DG,2011-12-05,2011-12-05,0.0,518.0,-0.0192,-0.007762,0.011439,2011-12-02,2011-12-06,216.0,,0.034994,,216.0,-0.036485,,215.0
DG,2012-03-22,2012-03-22,0.0,592.0,0.056732,0.053184,-0.003548,2012-03-21,2012-03-23,216.0,,0.005077,,216.0,0.125119,,216.0
DG,2012-06-04,2012-06-04,0.0,642.0,-0.045327,-0.038256,0.007071,2012-06-01,2012-06-05,219.0,,0.106758,,218.0,-0.047321,,218.0
DG,2012-09-05,2012-09-05,0.0,707.0,-0.020057,-0.000395,0.019662,2012-09-04,2012-09-06,221.0,,0.010512,,221.0,-0.039786,,220.0
DG,2012-12-11,2012-12-11,0.0,773.0,-0.054737,-0.046811,0.007926,2012-12-10,2012-12-12,222.0,,-0.065382,,222.0,-0.059668,,222.0
DG,2013-03-25,2013-03-25,0.0,843.0,0.036226,0.04294,0.006714,2013-03-22,2013-03-26,225.0,,-0.020326,,223.0,-0.070379,,223.0
DG,2013-06-04,2013-06-04,0.0,892.0,-0.04341,-0.062745,-0.019335,2013-06-03,2013-06-05,225.0,,0.014778,,224.0,0.050364,,224.0
DG,2013-09-04,2013-09-04,0.0,956.0,0.054279,0.064959,0.01068,2013-09-03,2013-09-05,225.0,,-0.026243,,225.0,-0.10081,,225.0
DG,2013-12-05,2013-12-05,0.0,1021.0,0.059269,0.067944,0.008675,2013-12-04,2013-12-06,226.0,,-0.030497,,221.0,-0.08719,,221.0
DG,2014-03-13,2014-03-13,0.0,1087.0,-0.02289,-0.035419,-0.012529,2014-03-12,2014-03-14,226.0,,-0.020474,,226.0,0.027687,,226.0
DG,2014-06-03,2014-06-03,0.0,1143.0,0.039379,0.042726,0.003347,2014-06-02,2014-06-04,227.0,,-0.010212,,226.0,0.078564,,226.0
DG,2014-08-28,2014-08-28,0.0,1204.0,0.001006,0.004553,0.003547,2014-08-27,2014-08-29,229.0,,-0.029282,,229.0,0.010244,,229.0
DG,2014-12-04,2014-12-04,0.0,1272.0,0.021424,0.022792,0.001368,2014-12-03,2014-12-05,229.0,,0.049133,,229.0,0.018846,,229.0
DG,2015-03-12,2015-03-12,0.0,1338.0,0.031622,0.039888,0.008266,2015-03-11,2015-03-13,230.0,,-0.002735,,230.0,-0.001192,,230.0
DG,2015-06-02,2015-06-02,0.0,1394.0,0.044231,0.043813,-0.000419,2015-06-01,2015-06-03,231.0,,0.046432,,231.0,0.09287,,231.0
DG,2015-08-27,2015-08-27,0.0,1455.0,-0.054605,-0.024378,0.030228,2015-08-26,2015-08-28,234.0,,-0.011018,,234.0,-0.181392,,234.0
DG,2015-12-03,2015-12-03,0.0,1523.0,0.056298,0.057689,0.001391,2015-12-02,2015-12-04,235.0,,0.07898,,235.0,0.11094,,235.0
DG,2016-03-10,2016-03-10,0.0,1589.0,0.11054,0.130302,0.019762,2016-03-09,2016-03-11,235.0,,-0.048393,,235.0,0.001752,,235.0
DG,2016-05-26,2016-05-26,0.0,1643.0,0.063136,0.068347,0.005211,2016-05-25,2016-05-27,235.0,,0.048818,,235.0,-0.046209,,235.0
DG,2016-08-25,2016-08-25,0.0,1706.0,-0.174699,-0.17747,-0.002771,2016-08-24,2016-08-26,235.0,,-0.041582,,235.0,0.001373,,235.0
DG,2016-12-01,2016-12-01,0.0,1774.0,-0.029759,-0.035696,-0.005937,2016-11-30,2016-12-02,235.0,,-0.030779,,235.0,-0.120024,,235.0
DG,2017-03-16,2017-03-16,0.0,1845.0,-0.003946,-0.006593,-0.002646,2017-03-15,2017-03-17,237.0,,-0.034075,,237.0,-0.001365,,237.0
DG,2017-06-01,2017-06-01,0.0,1898.0,0.061534,0.075215,0.01368,2017-05-31,2017-06-02,237.0,,-0.086247,,237.0,-0.015031,,237.0
DG,2017-08-31,2017-08-31,0.0,1962.0,-0.063421,-0.054607,0.008814,2017-08-30,2017-09-01,238.0,,0.090667,,238.0,0.119165,,238.0
DG,2017-12-07,2017-12-07,0.0,2030.0,0.016193,0.027848,0.011655,2017-12-06,2017-12-08,239.0,,-0.031128,,239.0,-0.0662,,239.0
DG,2018-03-15,2018-03-15,0.0,2096.0,0.068065,0.069843,0.001778,2018-03-14,2018-03-16,239.0,,0.039439,,239.0,-0.015205,,239.0
DG,2018-05-31,2018-05-31,0.0,2149.0,-0.076025,-0.075218,0.000808,2018-05-30,2018-06-01,240.0,,0.110569,,240.0,0.154087,,240.0
DG,2018-08-30,2018-08-30,0.0,2213.0,0.01578,0.009653,-0.006127,2018-08-29,2018-08-31,241.0,,0.010118,,241.0,0.066206,,241.0
DG,2018-12-04,2018-12-04,0.0,2279.0,-0.012786,-0.044942,-0.032156,2018-12-03,2018-12-06,242.0,,0.075214,,242.0,0.055986,,242.0
DG,2019-03-14,2019-03-14,0.0,2346.0,-0.059662,-0.056265,0.003397,2019-03-13,2019-03-15,243.0,,0.046856,,243.0,0.156231,,243.0
DG,2019-05-30,2019-05-30,0.0,2399.0,0.084119,0.074002,-0.010116,2019-05-29,2019-05-31,244.0,,0.006579,,244.0,0.025946,,244.0
DG,2019-08-29,2019-08-29,0.0,2463.0,0.091032,0.106786,0.015754,2019-08-28,2019-08-30,245.0,,0.011152,,245.0,-0.036084,,244.0
DG,2019-12-05,2019-12-05,0.0,2531.0,-0.001848,0.00762,0.009467,2019-12-04,2019-12-06,245.0,,-0.034228,,245.0,0.058411,,245.0
DG,2020-03-12,2020-03-12,0.0,2597.0,-0.046725,-0.074986,-0.028261,2020-03-11,2020-03-13,245.0,,0.097641,,245.0,-0.028269,,245.0
DG,2020-05-28,2020-05-28,0.0,2650.0,0.025997,0.023024,-0.002973,2020-05-27,2020-05-29,247.0,,-0.015824,,247.0,-0.060921,,247.0
DG,2020-08-27,2020-08-27,0.0,2714.0,-0.032996,-0.018129,0.014867,2020-08-26,2020-08-28,247.0,,0.089501,,247.0,-0.032755,,247.0
DG,2020-12-03,2020-12-03,0.0,2782.0,-0.038833,-0.018893,0.01994,2020-12-02,2020-12-04,247.0,,-0.009692,,247.0,-0.210146,,247.0
DG,2021-03-18,2021-03-18,0.0,2853.0,0.01693,0.00144,-0.01549,2021-03-17,2021-03-19,247.0,,0.10163,,247.0,0.027888,,247.0
DG,2021-05-27,2021-05-27,0.0,2902.0,0.010012,0.014901,0.00489,2021-05-26,2021-05-28,247.0,,0.032551,,247.0,0.128817,,247.0
