symbol,t0,t0_bar,t0_kaydi,i,tepki,tepki_ham,tepki_evren,d_prev,d_next,evren_payda,neden,fazla20,fazla20_neden,payda20_min,fazla60,fazla60_neden,payda60_min
AAPL,2010-01-25,2010-01-25,0.0,1525.0,0.040562,0.042493,0.00193,2010-01-22,2010-01-26,206.0,,-0.05511,,206.0,0.12238,,206.0
AAPL,2010-04-20,2010-04-20,0.0,1584.0,0.041154,0.049887,0.008732,2010-04-19,2010-04-21,206.0,,0.033532,,206.0,0.041417,,206.0
AAPL,2010-07-20,2010-07-20,0.0,1647.0,0.03577,0.035348,-0.000422,2010-07-19,2010-07-21,209.0,,-0.034783,,209.0,0.069199,,209.0
AAPL,2010-10-18,2010-10-18,0.0,1710.0,-0.0062,-0.016904,-0.010704,2010-10-15,2010-10-19,212.0,,-0.050792,,212.0,-0.01989,,212.0
AAPL,2011-01-18,2011-01-18,0.0,1773.0,-0.017832,-0.028112,-0.010281,2011-01-14,2011-01-19,213.0,,0.017584,,213.0,-0.05439,,213.0
AAPL,2011-04-20,2011-04-20,0.0,1838.0,0.017614,0.038111,0.020497,2011-04-19,2011-04-21,214.0,,-0.044916,,213.0,0.087897,,213.0
AAPL,2011-07-19,2011-07-19,0.0,1899.0,0.019259,0.035206,0.015947,2011-07-18,2011-07-20,216.0,,0.08145,,216.0,0.122912,,216.0
AAPL,2011-10-18,2011-10-18,0.0,1963.0,-0.058134,-0.050667,0.007468,2011-10-17,2011-10-19,216.0,,-0.081152,,216.0,-0.039777,,216.0
AAPL,2012-01-24,2012-01-24,0.0,2029.0,0.033948,0.044532,0.010584,2012-01-23,2012-01-25,216.0,,0.119061,,217.0,0.26791,,216.0
AAPL,2012-04-24,2012-04-24,0.0,2092.0,0.050372,0.067091,0.016719,2012-04-23,2012-04-25,217.0,,-0.035967,,217.0,0.014011,,217.0
AAPL,2012-07-24,2012-07-24,0.0,2155.0,-0.038116,-0.047752,-0.009635,2012-07-23,2012-07-25,221.0,,0.082105,,221.0,0.031361,,221.0
AAPL,2012-10-25,2012-10-25,0.0,2221.0,-0.023498,-0.020881,0.002617,2012-10-24,2012-10-26,222.0,,-0.035998,,220.0,-0.387006,,220.0
AAPL,2013-01-23,2013-01-23,0.0,2279.0,-0.1148,-0.107598,0.007201,2013-01-22,2013-01-24,225.0,,-0.021098,,225.0,-0.193004,,223.0
AAPL,2013-04-23,2013-04-23,0.0,2341.0,0.002216,0.016854,0.014638,2013-04-22,2013-04-24,225.0,,0.020645,,225.0,-0.012797,,224.0
AAPL,2013-07-23,2013-07-23,0.0,2404.0,0.041705,0.03283,-0.008875,2013-07-22,2013-07-24,225.0,,0.149751,,225.0,0.090454,,225.0
AAPL,2013-10-28,2013-10-28,0.0,2472.0,-0.023037,-0.018095,0.004942,2013-10-25,2013-10-29,226.0,,0.00238,,226.0,0.028345,,221.0
AAPL,2014-01-27,2014-01-27,0.0,2533.0,-0.077487,-0.072308,0.005179,2014-01-24,2014-01-28,226.0,,-0.012747,,226.0,-0.024986,,226.0
AAPL,2014-04-23,2014-04-23,0.0,2593.0,0.070302,0.06793,-0.002371,2014-04-22,2014-04-24,227.0,,0.061692,,227.0,0.104022,,226.0
AAPL,2014-07-22,2014-07-22,0.0,2655.0,0.029775,0.034923,0.005148,2014-07-21,2014-07-23,227.0,,0.029325,,227.0,0.060635,,227.0
AAPL,2014-10-20,2014-10-20,0.0,2718.0,0.012126,0.04914,0.037014,2014-10-17,2014-10-21,229.0,,0.05891,,229.0,-0.007737,,229.0
AAPL,2015-01-27,2015-01-27,0.0,2785.0,0.042938,0.019809,-0.023129,2015-01-26,2015-01-28,229.0,,0.06019,,229.0,0.063051,,229.0
AAPL,2015-04-27,2015-04-27,0.0,2847.0,0.006049,0.002149,-0.0039,2015-04-24,2015-04-28,231.0,,-0.008195,,231.0,-0.038443,,231.0
AAPL,2015-07-21,2015-07-21,0.0,2906.0,-0.04731,-0.051787,-0.004476,2015-07-20,2015-07-22,234.0,,-0.074432,,234.0,-0.077053,,234.0
AAPL,2015-10-27,2015-10-27,0.0,2975.0,0.028045,0.034698,0.006654,2015-10-26,2015-10-28,234.0,,-0.001986,,234.0,-0.060132,,234.0
AAPL,2016-01-26,2016-01-26,0.0,3036.0,-0.067935,-0.060338,0.007597,2016-01-25,2016-01-27,235.0,,-0.006802,,235.0,-0.008419,,235.0
AAPL,2016-04-26,2016-04-26,0.0,3099.0,-0.081019,-0.069281,0.011739,2016-04-25,2016-04-27,235.0,,0.008628,,235.0,-0.025872,,235.0
AAPL,2016-07-26,2016-07-26,0.0,3162.0,0.057236,0.057518,0.000283,2016-07-25,2016-07-27,235.0,,0.041666,,235.0,0.142744,,235.0
AAPL,2016-10-25,2016-10-25,0.0,3226.0,-0.011651,-0.017341,-0.00569,2016-10-24,2016-10-26,235.0,,-0.074952,,235.0,-0.043554,,235.0
AAPL,2017-01-31,2017-01-31,0.0,3292.0,0.059545,0.058533,-0.001012,2017-01-30,2017-02-01,236.0,,0.04017,,236.0,0.062596,,236.0
AAPL,2017-05-02,2017-05-02,0.0,3355.0,0.004548,0.003274,-0.001274,2017-05-01,2017-05-03,237.0,,0.017445,,237.0,-0.021298,,237.0
AAPL,2017-08-01,2017-08-01,0.0,3418.0,0.056674,0.056482,-0.000192,2017-07-31,2017-08-02,238.0,,0.045213,,238.0,-0.055778,,238.0
AAPL,2017-11-02,2017-11-02,0.0,3484.0,0.028139,0.033797,0.005657,2017-11-01,2017-11-03,239.0,,-0.037258,,239.0,-0.127616,,239.0
AAPL,2018-02-01,2018-02-01,0.0,3545.0,-0.016663,-0.041328,-0.024665,2018-01-31,2018-02-02,239.0,,0.122184,,239.0,0.061005,,239.0
AAPL,2018-05-01,2018-05-01,0.0,3606.0,0.075164,0.068506,-0.006657,2018-04-30,2018-05-02,240.0,,0.021149,,240.0,0.015902,,240.0
AAPL,2018-07-31,2018-07-31,0.0,3669.0,0.058285,0.061078,0.002794,2018-07-30,2018-08-01,241.0,,0.05908,,241.0,0.127823,,241.0
AAPL,2018-11-01,2018-11-01,0.0,3735.0,-0.063169,-0.052083,0.011085,2018-10-31,2018-11-02,241.0,,-0.153515,,241.0,-0.215392,,241.0
AAPL,2019-01-02,2019-01-02,0.0,3775.0,-0.077326,-0.098631,-0.021304,2018-12-31,2019-01-03,243.0,,0.046869,,243.0,0.151631,,243.0
AAPL,2019-01-29,2019-01-29,0.0,3793.0,0.040278,0.057062,0.016784,2019-01-28,2019-01-30,243.0,,0.006763,,243.0,0.148557,,243.0
AAPL,2019-04-30,2019-04-30,0.0,3856.0,0.032491,0.028935,-0.003556,2019-04-29,2019-05-01,244.0,,-0.11023,,244.0,-0.055872,,244.0
AAPL,2019-07-30,2019-07-30,0.0,3919.0,0.025,0.016024,-0.008975,2019-07-29,2019-07-31,245.0,,-0.005207,,245.0,0.128665,,244.0
AAPL,2019-10-30,2019-10-30,0.0,3984.0,0.026887,0.022525,-0.004362,2019-10-29,2019-10-31,245.0,,0.037289,,245.0,0.207051,,245.0
AAPL,2020-01-28,2020-01-28,0.0,4044.0,0.044688,0.049715,0.005027,2020-01-27,2020-01-29,245.0,,-0.045025,,245.0,0.019847,,245.0
AAPL,2020-04-30,2020-04-30,0.0,4109.0,0.059062,0.004727,-0.054335,2020-04-29,2020-05-01,247.0,,0.003432,,247.0,0.141794,,247.0
AAPL,2020-07-30,2020-07-30,0.0,4172.0,0.127724,0.118056,-0.009668,2020-07-29,2020-07-31,247.0,,0.122939,,247.0,0.004992,,247.0
AAPL,2020-10-29,2020-10-29,0.0,4236.0,-0.029989,-0.021043,0.008946,2020-10-28,2020-10-30,247.0,,-0.09757,,247.0,0.103201,,247.0
AAPL,2021-01-27,2021-01-27,0.0,4296.0,-0.029685,-0.0424,-0.012715,2021-01-26,2021-01-28,247.0,,-0.164389,,247.0,-0.154729,,247.0
AAPL,2021-04-28,2021-04-28,0.0,4359.0,-0.012867,-0.006771,0.006095,2021-04-27,2021-04-29,247.0,,-0.059314,,247.0,0.083403,,247.0
AAPL,2021-07-27,2021-07-27,0.0,4421.0,-0.025127,-0.026915,-0.001787,2021-07-26,2021-07-28,247.0,,0.017746,,247.0,-0.007788,,247.0
AAPL,2021-10-28,2021-10-28,0.0,4487.0,-0.001243,0.006382,0.007625,2021-10-27,2021-10-29,247.0,,0.055396,,247.0,0.089643,,247.0
AAPL,2022-01-27,2022-01-27,0.0,4549.0,0.055259,0.066629,0.01137,2022-01-26,2022-01-28,248.0,,-0.045056,,248.0,-0.057648,,248.0
AAPL,2022-04-28,2022-04-28,0.0,4612.0,0.018412,0.006898,-0.011514,2022-04-27,2022-04-29,248.0,,-0.089266,,248.0,0.012889,,248.0
AAPL,2022-07-28,2022-07-28,0.0,4674.0,0.015073,0.036482,0.021409,2022-07-27,2022-07-29,248.0,,0.015079,,248.0,-0.02389,,248.0
AAPL,2022-10-27,2022-10-27,0.0,4738.0,0.021688,0.042785,0.021098,2022-10-26,2022-10-28,248.0,,-0.10153,,248.0,-0.151231,,248.0
AAPL,2023-02-02,2023-02-02,0.0,4804.0,0.066072,0.062367,-0.003705,2023-02-01,2023-02-03,248.0,,-0.006718,,248.0,0.120819,,248.0
AAPL,2023-05-04,2023-05-04,0.0,4867.0,0.02606,0.036548,0.010489,2023-05-03,2023-05-05,248.0,,0.03075,,249.0,0.03279,,249.0
AAPL,2023-08-03,2023-08-03,0.0,4929.0,-0.046837,-0.05499,-0.008153,2023-08-02,2023-08-04,249.0,,0.038655,,249.0,0.022662,,249.0
AAPL,2023-11-02,2023-11-02,0.0,4993.0,-0.021625,0.015405,0.03703,2023-11-01,2023-11-03,249.0,,0.021186,,249.0,-0.063698,,249.0
AAPL,2024-02-01,2024-02-01,0.0,5054.0,-0.003199,0.007863,0.011062,2024-01-31,2024-02-02,249.0,,-0.065826,,249.0,-0.109581,,249.0
AAPL,2024-05-02,2024-05-02,0.0,5117.0,0.067935,0.083166,0.015231,2024-05-01,2024-05-03,249.0,,0.028439,,249.0,0.143023,,249.0
AAPL,2024-08-01,2024-08-01,0.0,5179.0,0.024316,-0.009996,-0.034312,2024-07-31,2024-08-02,249.0,,-0.001857,,249.0,-0.0217,,249.0
AAPL,2024-10-31,2024-10-31,0.0,5243.0,-0.021774,-0.031247,-0.009473,2024-10-30,2024-11-01,249.0,,0.007979,,249.0,0.023892,,249.0
AAPL,2025-01-30,2025-01-30,0.0,5303.0,-0.013225,-0.014037,-0.000812,2025-01-29,2025-01-31,249.0,,0.02619,,249.0,-0.036063,,249.0
AAPL,2025-05-01,2025-05-01,0.0,5366.0,-0.048312,-0.033647,0.014665,2025-04-30,2025-05-02,249.0,,-0.045288,,249.0,-0.062934,,249.0
AAPL,2025-07-31,2025-07-31,0.0,5428.0,-0.008291,-0.031906,-0.023616,2025-07-30,2025-08-01,249.0,,0.106672,,249.0,0.235273,,249.0
AAPL,2025-10-30,2025-10-30,0.0,5492.0,0.005665,0.002484,-0.003181,2025-10-29,2025-10-31,249.0,,0.010833,,249.0,-0.122025,,249.0
AAPL,2026-01-29,2026-01-29,0.0,5553.0,0.009897,0.011855,0.001958,2026-01-28,2026-01-30,249.0,,-0.018059,,249.0,0.001401,,249.0
AAPL,2026-04-30,2026-04-30,0.0,5616.0,0.02321,0.036903,0.013692,2026-04-29,2026-05-01,249.0,,0.097301,,249.0,0.157405,,249.0
AAPL,2026-07-30,,,,,,,,,,t0_bar_serisi_sonrasi,,,,,,
ABBV,2013-04-26,2013-04-26,0.0,79.0,0.020168,0.022378,0.00221,2013-04-25,2013-04-29,225.0,,-0.032837,,224.0,-0.092021,,224.0
ABBV,2013-07-26,2013-07-26,0.0,142.0,0.023011,0.018535,-0.004476,2013-07-25,2013-07-29,225.0,,-0.032947,,225.0,0.013962,,225.0
ABBV,2013-10-25,2013-10-25,0.0,206.0,0.026424,0.031087,0.004663,2013-10-24,2013-10-28,226.0,,-0.028018,,226.0,-0.068435,,221.0
ABBV,2014-01-31,2014-01-31,0.0,272.0,0.010802,-0.019872,-0.030674,2014-01-30,2014-02-03,226.0,,-0.014483,,226.0,0.000443,,226.0
ABBV,2014-04-25,2014-04-25,0.0,330.0,0.042766,0.031427,-0.011339,2014-04-24,2014-04-28,227.0,,0.033781,,227.0,-0.012935,,226.0
ABBV,2014-07-25,2014-07-25,0.0,393.0,-0.000605,-0.006287,-0.005682,2014-07-24,2014-07-28,227.0,,0.014144,,227.0,0.037796,,227.0
ABBV,2014-10-31,2014-10-31,0.0,462.0,0.020211,0.033835,0.013624,2014-10-30,2014-11-03,229.0,,0.072843,,229.0,-0.033676,,229.0
ABBV,2015-01-30,2015-01-30,0.0,523.0,-0.034622,-0.03834,-0.003718,2015-01-29,2015-02-02,229.0,,-0.058591,,229.0,0.043426,,229.0
ABBV,2015-04-23,2015-04-23,0.0,580.0,0.022671,0.024024,0.001352,2015-04-22,2015-04-24,231.0,,-0.015147,,231.0,0.073344,,231.0
ABBV,2015-07-24,2015-07-24,0.0,644.0,0.001646,-0.016733,-0.018379,2015-07-23,2015-07-27,234.0,,-0.017518,,234.0,-0.187269,,234.0
ABBV,2015-10-30,2015-10-30,0.0,713.0,0.160481,0.171534,0.011054,2015-10-29,2015-11-02,234.0,,-0.070953,,234.0,-0.015501,,234.0
ABBV,2016-01-29,2016-01-29,0.0,774.0,-0.055774,-0.026141,0.029632,2016-01-28,2016-02-01,235.0,,-0.006076,,235.0,0.006339,,235.0
ABBV,2016-04-28,2016-04-28,0.0,836.0,0.020081,0.004942,-0.015139,2016-04-27,2016-04-29,235.0,,-0.000264,,235.0,-0.00901,,235.0
ABBV,2016-07-29,2016-07-29,0.0,900.0,0.035252,0.034302,-0.000951,2016-07-28,2016-08-01,235.0,,-0.039609,,235.0,-0.08447,,235.0
ABBV,2016-10-28,2016-10-28,0.0,964.0,-0.095504,-0.092418,0.003086,2016-10-27,2016-10-31,235.0,,0.020651,,235.0,-0.00478,,235.0
ABBV,2017-01-27,2017-01-27,0.0,1025.0,-0.00637,-0.01371,-0.007339,2017-01-26,2017-01-30,236.0,,-0.00729,,236.0,0.02697,,236.0
ABBV,2017-04-27,2017-04-27,0.0,1087.0,0.016316,0.013838,-0.002479,2017-04-26,2017-04-28,237.0,,-0.014118,,237.0,0.080576,,237.0
ABBV,2017-07-28,2017-07-28,0.0,1151.0,-0.02378,-0.025373,-0.001593,2017-07-27,2017-07-31,238.0,,0.04521,,238.0,0.296609,,238.0
ABBV,2017-10-27,2017-10-27,0.0,1215.0,0.01464,0.015632,0.000992,2017-10-26,2017-10-30,239.0,,0.026057,,239.0,0.078364,,239.0
ABBV,2018-01-26,2018-01-26,0.0,1276.0,0.126149,0.129363,0.003214,2018-01-25,2018-01-29,239.0,,0.022297,,239.0,-0.187113,,239.0
ABBV,2018-04-26,2018-04-26,0.0,1338.0,0.063675,0.074671,0.010996,2018-04-25,2018-04-27,240.0,,0.022088,,240.0,-0.149027,,240.0
ABBV,2018-07-27,2018-07-27,0.0,1402.0,-0.013986,-0.026506,-0.01252,2018-07-26,2018-07-30,241.0,,0.03731,,241.0,-0.054113,,241.0
ABBV,2018-11-02,2018-11-02,0.0,1471.0,0.028693,0.029547,0.000855,2018-11-01,2018-11-05,241.0,,0.11583,,241.0,-0.038373,,241.0
ABBV,2019-01-25,2019-01-25,0.0,1526.0,-0.106089,-0.10177,0.004319,2019-01-24,2019-01-28,243.0,,-0.031414,,243.0,-0.097005,,243.0
ABBV,2019-04-25,2019-04-25,0.0,1588.0,0.011017,0.013093,0.002075,2019-04-24,2019-04-26,244.0,,0.054645,,244.0,-0.17185,,244.0
ABBV,2019-07-26,2019-07-26,0.0,1652.0,0.005054,0.007801,0.002747,2019-07-25,2019-07-29,245.0,,0.031586,,245.0,0.147355,,244.0
ABBV,2019-11-01,2019-11-01,0.0,1721.0,0.028622,0.043243,0.014622,2019-10-31,2019-11-04,245.0,,0.038994,,245.0,-0.068785,,245.0
ABBV,2020-02-07,2020-02-07,0.0,1787.0,0.089385,0.086832,-0.002553,2020-02-06,2020-02-10,245.0,,0.096778,,245.0,0.06008,,245.0
ABBV,2020-05-01,2020-05-01,0.0,1845.0,0.026058,-0.004136,-0.030194,2020-04-30,2020-05-04,247.0,,0.006118,,247.0,0.021816,,247.0
ABBV,2020-07-29,2020-07-29,0.0,1906.0,-0.012609,-0.006928,0.005681,2020-07-28,2020-07-30,247.0,,-0.064493,,247.0,-0.19326,,247.0
ABBV,2020-10-30,2020-10-30,0.0,1972.0,0.08174,0.093963,0.012223,2020-10-29,2020-11-02,247.0,,0.047678,,247.0,-0.016063,,247.0
ABBV,2021-02-03,2021-02-03,0.0,2036.0,0.034824,0.048903,0.014079,2021-02-02,2021-02-04,247.0,,-0.036221,,247.0,-0.082467,,247.0
ABBV,2021-04-30,2021-04-30,0.0,2096.0,0.036483,0.034178,-0.002305,2021-04-29,2021-05-03,247.0,,-0.029879,,247.0,-0.00525,,247.0
ABBV,2021-07-30,2021-07-30,0.0,2159.0,-0.020287,-0.028771,-0.008484,2021-07-29,2021-08-02,247.0,,0.011851,,247.0,-0.106674,,247.0
ABBV,2021-10-29,2021-10-29,0.0,2223.0,0.041724,0.046868,0.005144,2021-10-28,2021-11-01,247.0,,0.026057,,247.0,0.205116,,247.0
ABBV,2022-02-02,2022-02-02,0.0,2288.0,0.038338,0.027226,-0.011111,2022-02-01,2022-02-03,248.0,,0.077361,,248.0,0.080248,,248.0
ABBV,2022-04-21,2022-04-21,0.0,2342.0,0.031414,-0.010913,-0.042327,2022-04-20,2022-04-22,248.0,,0.047582,,248.0,0.044155,,248.0
ABBV,2022-07-06,2022-07-06,0.0,2393.0,-0.029429,-0.012538,0.016891,2022-07-05,2022-07-07,248.0,,-0.134434,,248.0,-0.00617,,248.0
ABBV,2022-07-29,2022-07-29,0.0,2410.0,-0.070627,-0.063639,0.006987,2022-07-28,2022-08-01,248.0,,-0.027722,,248.0,0.135608,,248.0
ABBV,2022-10-05,2022-10-05,0.0,2457.0,0.002507,-0.011973,-0.01448,2022-10-04,2022-10-06,248.0,,0.001171,,248.0,0.087915,,248.0
ABBV,2022-10-28,2022-10-28,0.0,2474.0,-0.061784,-0.046254,0.01553,2022-10-27,2022-10-31,248.0,,0.041728,,248.0,-0.070671,,248.0
ABBV,2023-01-06,2023-01-06,0.0,2521.0,-0.034188,-0.011193,0.022994,2023-01-05,2023-01-09,248.0,,-0.149091,,248.0,-0.028247,,248.0
ABBV,2023-02-09,2023-02-09,0.0,2544.0,0.056016,0.051449,-0.004568,2023-02-08,2023-02-10,248.0,,0.043445,,248.0,-0.004317,,248.0
ABBV,2023-04-05,2023-04-05,0.0,2582.0,0.012442,0.011078,-0.001364,2023-04-04,2023-04-06,248.0,,-0.069814,,248.0,-0.228795,,248.0
ABBV,2023-04-27,2023-04-27,0.0,2597.0,-0.090842,-0.066007,0.024835,2023-04-26,2023-04-28,248.0,,-0.054472,,248.0,-0.143464,,248.0
ABBV,2023-07-06,2023-07-06,0.0,2644.0,-0.005835,-0.015405,-0.009569,2023-07-05,2023-07-07,249.0,,0.073672,,249.0,0.130689,,249.0
ABBV,2023-07-27,2023-07-27,0.0,2659.0,0.062416,0.063073,0.000656,2023-07-26,2023-07-28,249.0,,0.021291,,249.0,0.066244,,249.0
ABBV,2023-10-04,2023-10-04,0.0,2707.0,-0.001903,0.000136,0.002039,2023-10-03,2023-10-05,249.0,,-0.024918,,249.0,-0.090134,,249.0
ABBV,2023-10-27,2023-10-27,0.0,2724.0,-0.02061,-0.022796,-0.002186,2023-10-26,2023-10-30,249.0,,-0.109734,,249.0,-0.005362,,249.0
ABBV,2024-01-05,2024-01-05,0.0,2771.0,-0.013089,-0.000186,0.012904,2024-01-04,2024-01-08,249.0,,0.059955,,249.0,0.031612,,249.0
ABBV,2024-02-02,2024-02-02,0.0,2790.0,0.029345,0.021899,-0.007446,2024-02-01,2024-02-05,249.0,,-0.008121,,249.0,-0.086374,,249.0
ABBV,2024-04-03,2024-04-03,0.0,2831.0,-0.061301,-0.070784,-0.009483,2024-04-02,2024-04-04,249.0,,-0.013404,,249.0,0.005395,,249.0
ABBV,2024-04-26,2024-04-26,0.0,2848.0,-0.04433,-0.034491,0.009839,2024-04-25,2024-04-29,249.0,,-0.04137,,249.0,0.06324,,249.0
ABBV,2024-07-03,2024-07-03,0.0,2894.0,0.006366,0.007773,0.001407,2024-07-02,2024-07-05,249.0,,0.114751,,249.0,0.092924,,249.0
ABBV,2024-07-25,2024-07-25,0.0,2909.0,0.038127,0.050792,0.012665,2024-07-24,2024-07-26,249.0,,0.050116,,249.0,-0.047467,,249.0
ABBV,2024-10-03,2024-10-03,0.0,2958.0,-0.017698,-0.012854,0.004844,2024-10-02,2024-10-04,249.0,,0.057354,,249.0,-0.081039,,249.0
ABBV,2024-10-30,2024-10-30,0.0,2977.0,0.086695,0.076115,-0.01058,2024-10-29,2024-10-31,249.0,,-0.155996,,249.0,-0.175511,,249.0
ABBV,2025-01-06,2025-01-06,0.0,3022.0,-0.005869,-0.009326,-0.003457,2025-01-03,2025-01-07,249.0,,0.035303,,249.0,0.178308,,249.0
ABBV,2025-01-31,2025-01-31,0.0,3039.0,0.096315,0.082494,-0.013822,2025-01-30,2025-02-03,249.0,,0.12087,,249.0,0.081162,,249.0
ABBV,2025-04-03,2025-04-03,0.0,3082.0,0.018489,-0.088844,-0.107333,2025-04-02,2025-04-04,249.0,,-0.036835,,249.0,-0.165109,,249.0
ABBV,2025-04-25,2025-04-25,0.0,3097.0,0.06271,0.066364,0.003654,2025-04-24,2025-04-28,249.0,,-0.076952,,249.0,-0.130192,,249.0
ABBV,2025-07-03,2025-07-03,0.0,3144.0,-0.011611,-0.016356,-0.004746,2025-07-02,2025-07-07,249.0,,0.05481,,249.0,0.154034,,249.0
ABBV,2025-07-31,2025-07-31,0.0,3163.0,0.054834,0.031219,-0.023616,2025-07-30,2025-08-01,249.0,,0.022602,,249.0,0.104489,,249.0
ABBV,2025-10-03,2025-10-03,0.0,3208.0,-0.031107,-0.026928,0.00418,2025-10-02,2025-10-06,249.0,,-0.040706,,249.0,-0.030445,,249.0
ABBV,2025-10-31,2025-10-31,0.0,3228.0,-0.069019,-0.071166,-0.002146,2025-10-30,2025-11-03,249.0,,0.043163,,249.0,-0.038498,,249.0
ABBV,2026-01-07,2026-01-07,0.0,3273.0,0.002291,0.000893,-0.001397,2026-01-06,2026-01-08,249.0,,-0.032842,,249.0,-0.078306,,249.0
ABBV,2026-02-04,2026-02-04,0.0,3292.0,-0.026883,-0.029425,-0.002542,2026-02-03,2026-02-05,249.0,,0.043103,,249.0,-0.097257,,249.0
ABBV,2026-04-03,2026-04-06,1.0,3333.0,-0.014756,-0.011827,0.002929,2026-04-02,2026-04-07,249.0,,-0.036438,,249.0,0.131407,,249.0
ABBV,2026-04-29,2026-04-29,0.0,3350.0,0.053844,0.068946,0.015103,2026-04-28,2026-04-30,249.0,,0.016837,,249.0,0.172228,,249.0
ABBV,2026-07-06,2026-07-06,0.0,3395.0,-0.024289,-0.024591,-0.000302,2026-07-02,2026-07-07,249.0,,,ufuk_penceresi_seri_disi,,,ufuk_penceresi_seri_disi,
ABBV,2026-07-31,,,,,,,,,,t0_bar_serisi_sonrasi,,,,,,
ABT,2010-01-27,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2010-04-21,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2010-07-21,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2010-10-20,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2011-01-26,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2011-04-20,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2011-07-20,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2011-10-19,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2012-01-25,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2012-04-18,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2012-07-18,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2012-10-17,,,,,,,,,,t0_bar_boslugu>3g,,,,,,
ABT,2013-01-23,2013-01-23,0.0,13.0,-0.010241,-0.00304,0.007201,2013-01-22,2013-01-24,225.0,,0.033358,,225.0,0.074144,,223.0
ABT,2013-04-16,2013-04-16,0.0,70.0,0.029832,0.03183,0.001998,2013-04-15,2013-04-17,225.0,,-0.088388,,225.0,-0.146961,,224.0
ABT,2013-07-17,2013-07-17,0.0,134.0,-0.008941,0.0,0.008941,2013-07-16,2013-07-18,225.0,,-0.005082,,225.0,-0.083421,,225.0
ABT,2013-10-16,2013-10-16,0.0,198.0,0.078969,0.10264,0.023672,2013-10-15,2013-10-17,226.0,,-0.006238,,226.0,-0.009523,,221.0
ABT,2014-01-22,2014-01-22,0.0,264.0,-0.036147,-0.0432,-0.007054,2014-01-21,2014-01-23,226.0,,0.0199,,226.0,0.00668,,226.0
ABT,2014-04-16,2014-04-16,0.0,323.0,0.011235,0.025283,0.014048,2014-04-15,2014-04-17,227.0,,0.002179,,227.0,0.004854,,226.0
ABT,2014-07-16,2014-07-16,0.0,385.0,0.026313,0.017731,-0.008582,2014-07-15,2014-07-17,227.0,,0.008172,,227.0,0.001673,,227.0
ABT,2014-10-22,2014-10-22,0.0,454.0,-0.002633,0.000944,0.003576,2014-10-21,2014-10-23,229.0,,-0.031641,,229.0,-0.020783,,229.0
ABT,2015-01-27,2015-01-27,0.0,519.0,0.006368,-0.016761,-0.023129,2015-01-26,2015-01-28,229.0,,0.035213,,229.0,0.054861,,229.0
ABT,2015-04-22,2015-04-22,0.0,578.0,0.022224,0.028438,0.006214,2015-04-21,2015-04-23,231.0,,0.007896,,231.0,0.030347,,231.0
ABT,2015-07-22,2015-07-22,0.0,641.0,0.036295,0.028939,-0.007356,2015-07-21,2015-07-23,234.0,,-0.029165,,234.0,-0.157768,,234.0
ABT,2015-10-21,2015-10-21,0.0,705.0,0.029119,0.042166,0.013047,2015-10-20,2015-10-22,234.0,,0.052649,,234.0,0.0306,,234.0
ABT,2016-01-28,2016-01-28,0.0,772.0,-0.096681,-0.064739,0.031941,2016-01-27,2016-01-29,235.0,,0.027656,,235.0,0.052567,,235.0
ABT,2016-04-20,2016-04-20,0.0,829.0,0.007929,0.000684,-0.007245,2016-04-19,2016-04-21,235.0,,-0.130797,,235.0,-0.097338,,235.0
ABT,2016-07-20,2016-07-20,0.0,892.0,0.02927,0.029665,0.000395,2016-07-19,2016-07-21,235.0,,0.02538,,235.0,-0.037661,,235.0
ABT,2016-10-19,2016-10-19,0.0,956.0,-0.013116,-0.010444,0.002672,2016-10-18,2016-10-20,235.0,,-0.04367,,235.0,-0.075721,,235.0
ABT,2017-01-24,2017-01-24,0.0,1021.0,-0.017274,-0.000744,0.01653,2017-01-23,2017-01-25,236.0,,0.089501,,236.0,0.063043,,236.0
ABT,2017-04-18,2017-04-18,0.0,1079.0,0.008323,0.006465,-0.001858,2017-04-17,2017-04-19,237.0,,-0.026114,,237.0,0.052356,,237.0
ABT,2017-07-20,2017-07-20,0.0,1144.0,0.028989,0.028525,-0.000464,2017-07-19,2017-07-21,238.0,,-0.013211,,238.0,0.02203,,238.0
ABT,2017-10-18,2017-10-18,0.0,1207.0,0.016116,0.017072,0.000957,2017-10-17,2017-10-19,239.0,,-0.028634,,239.0,-0.045744,,239.0
ABT,2018-01-24,2018-01-24,0.0,1273.0,0.068888,0.067365,-0.001524,2018-01-23,2018-01-25,239.0,,-0.018673,,239.0,-0.011587,,239.0
